time, est_x, est_y, est_theta, sigma_x, sigma_y,sigma_theta,
481.984, 5.05182, 2.94169, 0.0231972, 6.67759, 39.5828, 3.41852, 
482.016, 5.05259, 2.94171, 0.0230807, 6.68013, 39.6006, 3.41914, 
482.048, 5.05337, 2.94172, 0.0223302, 6.68267, 39.6185, 3.41977, 
482.08, 5.05414, 2.94174, 0.022807, 6.68521, 39.6363, 3.42039, 
482.112, 5.05491, 2.94176, 0.0233492, 6.68775, 39.6541, 3.42102, 
482.144, 5.05569, 2.94178, 0.0232786, 6.69029, 39.672, 3.42164, 
482.176, 5.05646, 2.94179, 0.0231766, 6.69283, 39.6898, 3.42227, 
482.208, 5.05724, 2.94181, 0.0225473, 6.69537, 39.7077, 3.42289, 
482.24, 5.05801, 2.94183, 0.021703, 6.69791, 39.7255, 3.42352, 
482.272, 5.05879, 2.94185, 0.022079, 6.70044, 39.7434, 3.42414, 
482.304, 5.05956, 2.94186, 0.0218692, 6.70298, 39.7612, 3.42477, 
482.336, 5.06033, 2.94188, 0.0210659, 6.70552, 39.7791, 3.42539, 
482.368, 5.06111, 2.9419, 0.0205032, 6.70805, 39.797, 3.42602, 
482.4, 5.06188, 2.94191, 0.0197782, 6.71059, 39.8149, 3.42664, 
482.432, 5.06266, 2.94193, 0.0209087, 6.71312, 39.8327, 3.42727, 
482.464, 5.06343, 2.94194, 0.0201683, 6.71566, 39.8506, 3.42789, 
482.496, 5.06421, 2.94196, 0.0187512, 6.71819, 39.8685, 3.42852, 
482.528, 5.06498, 2.94197, 0.0201547, 6.72072, 39.8864, 3.42914, 
482.56, 5.06575, 2.94199, 0.0203003, 6.72326, 39.9043, 3.42977, 
482.592, 5.06653, 2.942, 0.0187301, 6.72579, 39.9222, 3.43039, 
482.624, 5.0673, 2.94202, 0.0192398, 6.72832, 39.9401, 3.43102, 
482.656, 5.06808, 2.94203, 0.0188205, 6.73085, 39.958, 3.43164, 
482.688, 5.06885, 2.94205, 0.0191285, 6.73339, 39.9759, 3.43227, 
482.72, 5.06963, 2.94206, 0.0196615, 6.73592, 39.9938, 3.43289, 
482.752, 5.0704, 2.94208, 0.0192348, 6.73845, 40.0118, 3.43352, 
482.784, 5.07117, 2.94209, 0.0180046, 6.74099, 40.0297, 3.43414, 
482.816, 5.07195, 2.94211, 0.0179475, 6.74352, 40.0476, 3.43477, 
482.848, 5.07272, 2.94212, 0.0163401, 6.74605, 40.0655, 3.43539, 
482.88, 5.0735, 2.94213, 0.0167599, 6.74857, 40.0835, 3.43602, 
482.912, 5.07427, 2.94215, 0.0159397, 6.7511, 40.1014, 3.43664, 
482.944, 5.07505, 2.94216, 0.0157177, 6.75363, 40.1194, 3.43727, 
482.976, 5.07582, 2.94217, 0.0150229, 6.75615, 40.1373, 3.43789, 
483.008, 5.07659, 2.94218, 0.0155774, 6.75868, 40.1553, 3.43852, 
483.04, 5.07737, 2.94219, 0.0157624, 6.76121, 40.1732, 3.43914, 
483.072, 5.07814, 2.9422, 0.0144883, 6.76373, 40.1912, 3.43977, 
483.104, 5.07892, 2.94222, 0.0129824, 6.76626, 40.2092, 3.44039, 
483.136, 5.07969, 2.94223, 0.0133029, 6.76878, 40.2271, 3.44102, 
483.168, 5.08047, 2.94224, 0.0148319, 6.7713, 40.2451, 3.44164, 
483.2, 5.08124, 2.94225, 0.0153463, 6.77383, 40.2631, 3.44227, 
483.232, 5.08201, 2.94226, 0.0145892, 6.77635, 40.2811, 3.44289, 
483.264, 5.08279, 2.94227, 0.0152785, 6.77888, 40.2991, 3.44352, 
483.296, 5.08356, 2.94228, 0.0142369, 6.7814, 40.317, 3.44414, 
483.328, 5.08434, 2.94229, 0.0128299, 6.78393, 40.335, 3.44477, 
483.36, 5.08511, 2.9423, 0.0132611, 6.78645, 40.353, 3.44539, 
483.392, 5.08589, 2.94231, 0.0136862, 6.78897, 40.371, 3.44602, 
483.424, 5.08666, 2.94232, 0.0123611, 6.79149, 40.3891, 3.44664, 
483.456, 5.08743, 2.94233, 0.0124349, 6.79402, 40.4071, 3.44727, 
483.488, 5.08821, 2.94234, 0.0124624, 6.79654, 40.4251, 3.44789, 
483.52, 5.08898, 2.94235, 0.0120031, 6.79906, 40.4431, 3.44852, 
483.552, 5.08976, 2.94236, 0.0121986, 6.80158, 40.4611, 3.44914, 
483.584, 5.09053, 2.94237, 0.0121684, 6.8041, 40.4792, 3.44977, 
483.616, 5.09131, 2.94238, 0.0112933, 6.80662, 40.4972, 3.45039, 
483.648, 5.09208, 2.94239, 0.0112029, 6.80914, 40.5152, 3.45102, 
483.68, 5.09285, 2.9424, 0.01108, 6.81166, 40.5333, 3.45164, 
483.712, 5.09363, 2.94241, 0.010529, 6.81418, 40.5513, 3.45227, 
483.744, 5.0944, 2.94241, 0.00990421, 6.81669, 40.5694, 3.45289, 
483.776, 5.09518, 2.94242, 0.00879693, 6.81921, 40.5874, 3.45352, 
483.808, 5.09595, 2.94243, 0.00884011, 6.82172, 40.6055, 3.45414, 
483.84, 5.09673, 2.94243, 0.00816653, 6.82424, 40.6236, 3.45477, 
483.872, 5.0975, 2.94244, 0.00768628, 6.82675, 40.6416, 3.45539, 
483.904, 5.09828, 2.94245, 0.00636203, 6.82926, 40.6597, 3.45602, 
483.936, 5.09905, 2.94245, 0.00634741, 6.83178, 40.6778, 3.45664, 
483.968, 5.09982, 2.94246, 0.00490491, 6.83428, 40.6958, 3.45727, 
484, 5.1006, 2.94246, 0.00513019, 6.83679, 40.7139, 3.45789, 
484.032, 5.10137, 2.94246, 0.00391606, 6.8393, 40.732, 3.45852, 
484.064, 5.10215, 2.94247, 0.00407217, 6.84181, 40.7501, 3.45914, 
484.096, 5.10292, 2.94247, 0.00297973, 6.84431, 40.7682, 3.45977, 
484.128, 5.1037, 2.94247, 0.00302702, 6.84682, 40.7863, 3.46039, 
484.16, 5.10447, 2.94247, 0.00163674, 6.84932, 40.8044, 3.46102, 
484.192, 5.10524, 2.94247, 0.00171905, 6.85183, 40.8225, 3.46164, 
484.224, 5.10602, 2.94248, 0.00114892, 6.85433, 40.8406, 3.46227, 
484.256, 5.10679, 2.94248, 0.000425588, 6.85683, 40.8588, 3.46289, 
484.288, 5.10757, 2.94248, 0.00109192, 6.85933, 40.8769, 3.46352, 
484.32, 5.10834, 2.94248, 0.000510399, 6.86183, 40.895, 3.46414, 
484.352, 5.10912, 2.94248, 0.000664516, 6.86433, 40.9131, 3.46477, 
484.384, 5.10989, 2.94248, 0.000660792, 6.86683, 40.9313, 3.46539, 
484.416, 5.11067, 2.94248, 0.00253399, 6.86934, 40.9494, 3.46602, 
484.448, 5.11144, 2.94248, 0.00230439, 6.87184, 40.9676, 3.46664, 
484.48, 5.11221, 2.94248, 0.00349946, 6.87435, 40.9857, 3.46727, 
484.512, 5.11299, 2.94249, 0.00385197, 6.87685, 41.0038, 3.46789, 
484.544, 5.11376, 2.94249, 0.00452654, 6.87936, 41.022, 3.46852, 
484.576, 5.11454, 2.94249, 0.0047648, 6.88187, 41.0402, 3.46914, 
484.608, 5.11531, 2.9425, 0.00459561, 6.88438, 41.0583, 3.46977, 
484.64, 5.11609, 2.9425, 0.00485695, 6.88688, 41.0765, 3.47039, 
484.672, 5.11686, 2.9425, 0.00444681, 6.88939, 41.0947, 3.47102, 
484.704, 5.11764, 2.94251, 0.00418727, 6.8919, 41.1128, 3.47164, 
484.736, 5.11841, 2.94251, 0.00304132, 6.8944, 41.131, 3.47227, 
484.768, 5.11918, 2.94251, 0.00313721, 6.89691, 41.1492, 3.47289, 
484.8, 5.11996, 2.94252, 0.0028026, 6.89942, 41.1674, 3.47352, 
484.832, 5.12073, 2.94252, 0.00300557, 6.90192, 41.1856, 3.47414, 
484.864, 5.12151, 2.94252, 0.0024775, 6.90443, 41.2038, 3.47477, 
484.896, 5.12228, 2.94252, 0.00157746, 6.90693, 41.222, 3.47539, 
484.928, 5.12306, 2.94252, 0.00296097, 6.90943, 41.2402, 3.47602, 
484.96, 5.12383, 2.94253, 0.00328103, 6.91194, 41.2584, 3.47664, 
484.992, 5.1246, 2.94253, 0.00182824, 6.91444, 41.2766, 3.47727, 
485.024, 5.12538, 2.94253, 0.00142739, 6.91694, 41.2948, 3.47789, 
485.056, 5.12615, 2.94253, 4.10499e-05, 6.91945, 41.3131, 3.47852, 
485.088, 5.12693, 2.94253, -0.000774466, 6.92195, 41.3313, 3.47914, 
485.12, 5.1277, 2.94253, -0.00132697, 6.92444, 41.3495, 3.47977, 
485.152, 5.12848, 2.94253, -0.00266989, 6.92694, 41.3677, 3.48039, 
485.184, 5.12925, 2.94252, -0.0037779, 6.92943, 41.386, 3.48102, 
485.216, 5.13003, 2.94252, -0.00373762, 6.93193, 41.4042, 3.48164, 
485.248, 5.1308, 2.94252, -0.0021977, 6.93442, 41.4225, 3.48227, 
485.28, 5.13157, 2.94252, -0.00128795, 6.93692, 41.4407, 3.48289, 
485.312, 5.13235, 2.94252, -0.00191054, 6.93942, 41.459, 3.48352, 
485.344, 5.13312, 2.94251, -0.0019892, 6.94191, 41.4772, 3.48414, 
485.376, 5.1339, 2.94251, -0.00256171, 6.94441, 41.4955, 3.48477, 
485.408, 5.13467, 2.94251, -0.00278616, 6.94691, 41.5138, 3.48539, 
485.44, 5.13545, 2.94251, -0.00358281, 6.9494, 41.532, 3.48602, 
485.472, 5.13622, 2.9425, -0.00532146, 6.95189, 41.5503, 3.48664, 
485.504, 5.137, 2.9425, -0.00568364, 6.95438, 41.5686, 3.48727, 
485.536, 5.13777, 2.9425, -0.00540877, 6.95687, 41.5869, 3.48789, 
485.568, 5.13854, 2.94249, -0.00648984, 6.95936, 41.6052, 3.48852, 
485.6, 5.13932, 2.94249, -0.00510283, 6.96185, 41.6235, 3.48914, 
485.632, 5.14009, 2.94248, -0.00452771, 6.96435, 41.6418, 3.48977, 
485.664, 5.14087, 2.94248, -0.00463157, 6.96684, 41.6601, 3.49039, 
485.696, 5.14164, 2.94248, -0.00542914, 6.96933, 41.6784, 3.49102, 
485.728, 5.14242, 2.94247, -0.00700206, 6.97182, 41.6967, 3.49164, 
485.76, 5.14319, 2.94247, -0.00517783, 6.97431, 41.715, 3.49227, 
485.792, 5.14396, 2.94246, -0.00526367, 6.9768, 41.7333, 3.49289, 
485.824, 5.14474, 2.94246, -0.00502543, 6.97929, 41.7516, 3.49352, 
485.856, 5.14551, 2.94245, -0.00446481, 6.98178, 41.77, 3.49414, 
485.888, 5.14629, 2.94245, -0.0032592, 6.98428, 41.7883, 3.49477, 
485.92, 5.14706, 2.94245, -0.0046001, 6.98677, 41.8066, 3.49539, 
485.952, 5.14784, 2.94245, -0.00466941, 6.98926, 41.825, 3.49602, 
485.984, 5.14861, 2.94244, -0.00507078, 6.99175, 41.8433, 3.49664, 
486.016, 5.14939, 2.94244, -0.00416556, 6.99425, 41.8616, 3.49727, 
486.048, 5.15016, 2.94243, -0.00482446, 6.99674, 41.88, 3.49789, 
486.08, 5.15093, 2.94243, -0.00500843, 6.99923, 41.8984, 3.49852, 
486.112, 5.15171, 2.94243, -0.00383477, 7.00172, 41.9167, 3.49914, 
486.144, 5.15248, 2.94242, -0.00192873, 7.00422, 41.9351, 3.49977, 
486.176, 5.15326, 2.94242, -0.00272457, 7.00671, 41.9534, 3.50039, 
486.208, 5.15403, 2.94242, -0.00325509, 7.00921, 41.9718, 3.50102, 
486.24, 5.15481, 2.94242, -0.00265321, 7.0117, 41.9902, 3.50164, 
486.272, 5.15558, 2.94242, -0.00373621, 7.0142, 42.0086, 3.50227, 
486.304, 5.15635, 2.94241, -0.00391209, 7.01669, 42.027, 3.50289, 
486.336, 5.15713, 2.94241, -0.00296556, 7.01918, 42.0453, 3.50352, 
486.368, 5.1579, 2.94241, -0.00227993, 7.02168, 42.0637, 3.50414, 
486.4, 5.15868, 2.94241, -0.00378819, 7.02418, 42.0821, 3.50477, 
486.432, 5.15945, 2.9424, -0.00285451, 7.02667, 42.1005, 3.50539, 
486.464, 5.16023, 2.9424, -0.00150904, 7.02917, 42.1189, 3.50602, 
486.496, 5.161, 2.9424, -0.00200634, 7.03166, 42.1374, 3.50664, 
486.528, 5.16178, 2.9424, -0.000920369, 7.03416, 42.1558, 3.50727, 
486.56, 5.16255, 2.9424, -0.00048332, 7.03666, 42.1742, 3.50789, 
486.592, 5.16332, 2.9424, -0.000136086, 7.03916, 42.1926, 3.50852, 
486.624, 5.1641, 2.9424, -0.00101677, 7.04166, 42.211, 3.50914, 
486.656, 5.16487, 2.9424, -0.000934777, 7.04416, 42.2295, 3.50977, 
486.688, 5.16565, 2.9424, 0.000219854, 7.04666, 42.2479, 3.51039, 
486.72, 5.16642, 2.9424, 0.000269265, 7.04916, 42.2663, 3.51102, 
486.752, 5.1672, 2.9424, -0.000917479, 7.05166, 42.2848, 3.51164, 
486.784, 5.16797, 2.9424, -0.00253562, 7.05415, 42.3032, 3.51227, 
486.816, 5.16875, 2.94239, -0.00200582, 7.05665, 42.3217, 3.51289, 
486.848, 5.16952, 2.94239, -0.0014555, 7.05915, 42.3401, 3.51352, 
486.88, 5.17029, 2.94239, -0.00207098, 7.06164, 42.3586, 3.51414, 
486.912, 5.17107, 2.94239, -0.00068366, 7.06414, 42.3771, 3.51477, 
486.944, 5.17184, 2.94239, 0.00108434, 7.06664, 42.3955, 3.51539, 
486.976, 5.17262, 2.94239, 0.00151216, 7.06914, 42.414, 3.51602, 
487.008, 5.17339, 2.94239, 0.00267899, 7.07165, 42.4325, 3.51664, 
487.04, 5.17417, 2.9424, 0.00417352, 7.07415, 42.451, 3.51727, 
487.072, 5.17494, 2.9424, 0.00504104, 7.07666, 42.4695, 3.51789, 
487.104, 5.17571, 2.9424, 0.00615758, 7.07917, 42.4879, 3.51852, 
487.136, 5.17649, 2.94241, 0.00648585, 7.08168, 42.5064, 3.51914, 
487.168, 5.17726, 2.94241, 0.00721547, 7.08419, 42.5249, 3.51977, 
487.2, 5.17804, 2.94242, 0.00798286, 7.0867, 42.5434, 3.52039, 
487.232, 5.17881, 2.94243, 0.008237, 7.08922, 42.562, 3.52102, 
487.264, 5.17959, 2.94243, 0.00896335, 7.09173, 42.5805, 3.52164, 
487.296, 5.18036, 2.94244, 0.00962475, 7.09425, 42.599, 3.52227, 
487.328, 5.18114, 2.94245, 0.00993031, 7.09677, 42.6175, 3.52289, 
487.36, 5.18191, 2.94246, 0.0108467, 7.09928, 42.636, 3.52352, 
487.392, 5.18268, 2.94246, 0.0119311, 7.1018, 42.6545, 3.52414, 
487.424, 5.18346, 2.94247, 0.0127423, 7.10432, 42.6731, 3.52477, 
487.456, 5.18423, 2.94248, 0.0122612, 7.10685, 42.6916, 3.52539, 
487.488, 5.18501, 2.94249, 0.0121567, 7.10937, 42.7102, 3.52602, 
487.52, 5.18578, 2.9425, 0.0123316, 7.11189, 42.7287, 3.52664, 
487.552, 5.18656, 2.94251, 0.0122896, 7.11441, 42.7472, 3.52727, 
487.584, 5.18733, 2.94252, 0.0104616, 7.11693, 42.7658, 3.52789, 
487.616, 5.1881, 2.94253, 0.0102667, 7.11944, 42.7844, 3.52852, 
487.648, 5.18888, 2.94254, 0.0109649, 7.12196, 42.8029, 3.52914, 
487.68, 5.18965, 2.94254, 0.00985192, 7.12448, 42.8215, 3.52977, 
487.712, 5.19043, 2.94255, 0.0100622, 7.127, 42.8401, 3.53039, 
487.744, 5.1912, 2.94256, 0.00955311, 7.12951, 42.8586, 3.53102, 
487.776, 5.19198, 2.94257, 0.00931154, 7.13203, 42.8772, 3.53164, 
487.808, 5.19275, 2.94257, 0.00923728, 7.13455, 42.8958, 3.53227, 
487.84, 5.19353, 2.94258, 0.00889038, 7.13706, 42.9144, 3.53289, 
487.872, 5.1943, 2.94259, 0.00881652, 7.13958, 42.933, 3.53352, 
487.904, 5.19507, 2.9426, 0.0100798, 7.14209, 42.9516, 3.53414, 
487.936, 5.19585, 2.9426, 0.0101344, 7.14461, 42.9702, 3.53477, 
487.968, 5.19662, 2.94261, 0.0102751, 7.14713, 42.9888, 3.53539, 
488, 5.1974, 2.94262, 0.00930006, 7.14964, 43.0074, 3.53602, 
488.032, 5.19817, 2.94263, 0.010025, 7.15216, 43.026, 3.53664, 
488.064, 5.19895, 2.94263, 0.0112009, 7.15468, 43.0446, 3.53727, 
488.096, 5.19972, 2.94264, 0.00996612, 7.1572, 43.0632, 3.53789, 
488.128, 5.20049, 2.94265, 0.0103725, 7.15971, 43.0818, 3.53852, 
488.16, 5.20127, 2.94266, 0.00963645, 7.16223, 43.1005, 3.53914, 
488.192, 5.20204, 2.94267, 0.00829909, 7.16475, 43.1191, 3.53977, 
488.224, 5.20282, 2.94267, 0.00836901, 7.16726, 43.1377, 3.54039, 
488.256, 5.20359, 2.94268, 0.00862743, 7.16978, 43.1564, 3.54102, 
488.288, 5.20437, 2.94269, 0.0088693, 7.17229, 43.175, 3.54164, 
488.32, 5.20514, 2.94269, 0.00981705, 7.17481, 43.1937, 3.54227, 
488.352, 5.20591, 2.9427, 0.0109467, 7.17732, 43.2123, 3.54289, 
488.384, 5.20669, 2.94271, 0.00999734, 7.17984, 43.231, 3.54352, 
488.416, 5.20746, 2.94272, 0.00978401, 7.18236, 43.2497, 3.54414, 
488.448, 5.20824, 2.94272, 0.0113807, 7.18488, 43.2683, 3.54477, 
488.48, 5.20901, 2.94273, 0.0126311, 7.1874, 43.287, 3.54539, 
488.512, 5.20979, 2.94274, 0.0125921, 7.18992, 43.3057, 3.54602, 
488.544, 5.21056, 2.94275, 0.0118218, 7.19244, 43.3244, 3.54664, 
488.576, 5.21134, 2.94276, 0.0119655, 7.19496, 43.343, 3.54727, 
488.608, 5.21211, 2.94277, 0.0127406, 7.19748, 43.3617, 3.54789, 
488.64, 5.21288, 2.94278, 0.0119058, 7.2, 43.3804, 3.54852, 
488.672, 5.21366, 2.94279, 0.0121865, 7.20252, 43.3991, 3.54914, 
488.704, 5.21443, 2.9428, 0.0118182, 7.20504, 43.4178, 3.54977, 
488.736, 5.21521, 2.94281, 0.0121558, 7.20756, 43.4365, 3.55039, 
488.768, 5.21598, 2.94282, 0.0114713, 7.21008, 43.4552, 3.55102, 
488.8, 5.21676, 2.94283, 0.0119457, 7.2126, 43.4739, 3.55164, 
488.832, 5.21753, 2.94284, 0.0115492, 7.21512, 43.4927, 3.55227, 
488.864, 5.2183, 2.94285, 0.0102767, 7.21764, 43.5114, 3.55289, 
488.896, 5.21908, 2.94285, 0.00912625, 7.22016, 43.5301, 3.55352, 
488.928, 5.21985, 2.94286, 0.00994056, 7.22268, 43.5488, 3.55414, 
488.96, 5.22063, 2.94287, 0.00939945, 7.22519, 43.5676, 3.55477, 
488.992, 5.2214, 2.94287, 0.008553, 7.22771, 43.5863, 3.55539, 
489.024, 5.22218, 2.94288, 0.00892795, 7.23022, 43.6051, 3.55602, 
489.056, 5.22295, 2.94289, 0.00818653, 7.23274, 43.6238, 3.55664, 
489.088, 5.22372, 2.94289, 0.0081527, 7.23525, 43.6426, 3.55727, 
489.12, 5.2245, 2.9429, 0.0084155, 7.23776, 43.6613, 3.55789, 
489.152, 5.22527, 2.94291, 0.00859471, 7.24028, 43.6801, 3.55852, 
489.184, 5.22605, 2.94291, 0.00982103, 7.24279, 43.6989, 3.55914, 
489.216, 5.22682, 2.94292, 0.00983119, 7.24531, 43.7176, 3.55977, 
489.248, 5.2276, 2.94293, 0.00974964, 7.24783, 43.7364, 3.56039, 
489.28, 5.22837, 2.94294, 0.0107004, 7.25035, 43.7552, 3.56102, 
489.312, 5.22915, 2.94295, 0.00972052, 7.25286, 43.774, 3.56164, 
489.344, 5.22992, 2.94295, 0.0102461, 7.25538, 43.7927, 3.56227, 
489.376, 5.23069, 2.94296, 0.0103206, 7.2579, 43.8115, 3.56289, 
489.408, 5.23147, 2.94297, 0.0100928, 7.26042, 43.8303, 3.56352, 
489.44, 5.23224, 2.94298, 0.0103651, 7.26293, 43.8491, 3.56414, 
489.472, 5.23302, 2.94298, 0.00917448, 7.26545, 43.8679, 3.56477, 
489.504, 5.23379, 2.94299, 0.00882977, 7.26796, 43.8867, 3.56539, 
489.536, 5.23457, 2.943, 0.00897667, 7.27048, 43.9056, 3.56602, 
489.568, 5.23534, 2.943, 0.00745855, 7.27299, 43.9244, 3.56664, 
489.6, 5.23611, 2.94301, 0.00741279, 7.27551, 43.9432, 3.56727, 
489.632, 5.23689, 2.94302, 0.00756139, 7.27802, 43.962, 3.56789, 
489.664, 5.23766, 2.94302, 0.0074223, 7.28053, 43.9808, 3.56852, 
489.696, 5.23844, 2.94303, 0.00614578, 7.28304, 43.9997, 3.56914, 
489.728, 5.23921, 2.94303, 0.00572099, 7.28555, 44.0185, 3.56977, 
489.76, 5.23999, 2.94304, 0.00592049, 7.28806, 44.0374, 3.57039, 
489.792, 5.24076, 2.94304, 0.00526813, 7.29057, 44.0562, 3.57102, 
489.824, 5.24154, 2.94304, 0.00590189, 7.29308, 44.0751, 3.57164, 
489.856, 5.24231, 2.94305, 0.00499824, 7.29559, 44.0939, 3.57227, 
489.888, 5.24308, 2.94305, 0.00501757, 7.2981, 44.1128, 3.57289, 
489.92, 5.24386, 2.94306, 0.00506982, 7.30061, 44.1316, 3.57352, 
489.952, 5.24463, 2.94306, 0.00416001, 7.30312, 44.1505, 3.57414, 
489.984, 5.24541, 2.94306, 0.00393888, 7.30562, 44.1694, 3.57477, 
490.016, 5.24618, 2.94307, 0.00348986, 7.30813, 44.1883, 3.57539, 
490.048, 5.24696, 2.94307, 0.00350981, 7.31064, 44.2071, 3.57602, 
490.08, 5.24773, 2.94307, 0.00389301, 7.31314, 44.226, 3.57664, 
490.112, 5.24851, 2.94307, 0.00313005, 7.31565, 44.2449, 3.57727, 
490.144, 5.24928, 2.94308, 0.00221145, 7.31815, 44.2638, 3.57789, 
490.176, 5.25005, 2.94308, 0.00289412, 7.32066, 44.2827, 3.57852, 
490.208, 5.25083, 2.94308, 0.00282614, 7.32316, 44.3016, 3.57914, 
490.24, 5.2516, 2.94308, 0.00376777, 7.32567, 44.3205, 3.57977, 
490.272, 5.25238, 2.94309, 0.0020246, 7.32817, 44.3394, 3.58039, 
490.304, 5.25315, 2.94309, 0.00217864, 7.33068, 44.3583, 3.58102, 
490.336, 5.25393, 2.94309, 0.00149796, 7.33318, 44.3773, 3.58164, 
490.368, 5.2547, 2.94309, 0.00155346, 7.33568, 44.3962, 3.58227, 
490.4, 5.25547, 2.94309, -0.000126543, 7.33818, 44.4151, 3.58289, 
490.432, 5.25625, 2.94309, -0.000751615, 7.34068, 44.4341, 3.58352, 
490.464, 5.25702, 2.94309, -0.000543878, 7.34318, 44.453, 3.58414, 
490.496, 5.2578, 2.94309, -0.000515118, 7.34568, 44.4719, 3.58477, 
490.528, 5.25857, 2.94309, 8.42976e-05, 7.34818, 44.4909, 3.58539, 
490.56, 5.25935, 2.94309, 0.000915833, 7.35068, 44.5098, 3.58602, 
490.592, 5.26012, 2.94309, 0.00202477, 7.35318, 44.5288, 3.58664, 
490.624, 5.2609, 2.94309, 0.00223986, 7.35569, 44.5477, 3.58727, 
490.656, 5.26167, 2.94309, 0.0021235, 7.35819, 44.5667, 3.58789, 
490.688, 5.26244, 2.9431, 0.00192006, 7.3607, 44.5857, 3.58852, 
490.72, 5.26322, 2.9431, 0.00150564, 7.3632, 44.6046, 3.58914, 
490.752, 5.26399, 2.9431, 0.00125518, 7.3657, 44.6236, 3.58977, 
490.784, 5.26477, 2.9431, 0.00148471, 7.3682, 44.6426, 3.59039, 
490.816, 5.26554, 2.9431, 0.00174811, 7.37071, 44.6616, 3.59102, 
490.848, 5.26632, 2.9431, 0.00189641, 7.37321, 44.6806, 3.59164, 
490.88, 5.26709, 2.9431, 0.00152216, 7.37571, 44.6996, 3.59227, 
490.912, 5.26787, 2.9431, 0.00184298, 7.37821, 44.7186, 3.59289, 
490.944, 5.26864, 2.94311, 0.00133082, 7.38072, 44.7376, 3.59352, 
490.976, 5.26941, 2.94311, 1.69858e-05, 7.38322, 44.7566, 3.59414, 
491.008, 5.27019, 2.94311, 0.000272406, 7.38572, 44.7756, 3.59477, 
491.04, 5.27096, 2.94311, -0.000211313, 7.38822, 44.7946, 3.59539, 
491.072, 5.27174, 2.94311, -0.000275609, 7.39072, 44.8136, 3.59602, 
491.104, 5.27251, 2.94311, 0.00031331, 7.39322, 44.8326, 3.59664, 
491.136, 5.27329, 2.94311, -0.00147453, 7.39572, 44.8517, 3.59727, 
491.168, 5.27406, 2.9431, -0.00187496, 7.39821, 44.8707, 3.59789, 
491.2, 5.27483, 2.9431, -0.000161133, 7.40071, 44.8897, 3.59852, 
491.232, 5.27561, 2.9431, -0.000611688, 7.40321, 44.9088, 3.59914, 
491.264, 5.27638, 2.9431, -0.00133103, 7.40571, 44.9278, 3.59977, 
491.296, 5.27716, 2.9431, -0.00154822, 7.40821, 44.9469, 3.60039, 
491.328, 5.27793, 2.9431, -0.00235747, 7.4107, 44.9659, 3.60102, 
491.36, 5.27871, 2.9431, -0.00390123, 7.4132, 44.985, 3.60164, 
491.392, 5.27948, 2.94309, -0.00395533, 7.41569, 45.004, 3.60227, 
491.424, 5.28026, 2.94309, -0.00413161, 7.41819, 45.0231, 3.60289, 
491.456, 5.28103, 2.94309, -0.00470554, 7.42068, 45.0422, 3.60352, 
491.488, 5.2818, 2.94308, -0.00360191, 7.42317, 45.0613, 3.60414, 
491.52, 5.28258, 2.94308, -0.00310484, 7.42567, 45.0803, 3.60477, 
491.552, 5.28335, 2.94308, -0.00419997, 7.42816, 45.0994, 3.60539, 
491.584, 5.28413, 2.94308, -0.00395819, 7.43065, 45.1185, 3.60602, 
491.616, 5.2849, 2.94307, -0.00188823, 7.43315, 45.1376, 3.60664, 
491.648, 5.28568, 2.94307, -0.00202553, 7.43564, 45.1567, 3.60727, 
491.68, 5.28645, 2.94307, -0.00178612, 7.43814, 45.1758, 3.60789, 
491.712, 5.28723, 2.94307, -0.00366747, 7.44064, 45.1949, 3.60852, 
491.744, 5.288, 2.94307, -0.00332912, 7.44313, 45.214, 3.60914, 
491.776, 5.28877, 2.94306, -0.00280305, 7.44562, 45.2331, 3.60977, 
491.808, 5.28955, 2.94306, -0.00172224, 7.44812, 45.2523, 3.61039, 
491.84, 5.29032, 2.94306, -0.00224848, 7.45062, 45.2714, 3.61102, 
491.872, 5.2911, 2.94306, -0.00204074, 7.45311, 45.2905, 3.61164, 
491.904, 5.29187, 2.94306, -0.00139174, 7.45561, 45.3096, 3.61227, 
491.936, 5.29265, 2.94306, -0.00199512, 7.45811, 45.3288, 3.61289, 
491.968, 5.29342, 2.94305, -0.00207043, 7.4606, 45.3479, 3.61352, 
492, 5.29419, 2.94305, -0.00198861, 7.4631, 45.3671, 3.61414, 
492.032, 5.29497, 2.94305, -0.00205661, 7.4656, 45.3862, 3.61477, 
492.064, 5.29574, 2.94305, -0.00134166, 7.46809, 45.4054, 3.61539, 
492.096, 5.29652, 2.94305, -0.00205153, 7.47059, 45.4245, 3.61602, 
492.128, 5.29729, 2.94305, -0.00241328, 7.47309, 45.4437, 3.61664, 
492.16, 5.29807, 2.94305, -0.00118833, 7.47558, 45.4628, 3.61727, 
492.192, 5.29884, 2.94304, -0.00345488, 7.47808, 45.482, 3.61789, 
492.224, 5.29962, 2.94304, -0.00257613, 7.48058, 45.5012, 3.61852, 
492.256, 5.30039, 2.94304, -0.00253728, 7.48307, 45.5204, 3.61914, 
492.288, 5.30116, 2.94304, -0.00342051, 7.48557, 45.5396, 3.61977, 
492.32, 5.30194, 2.94303, -0.00448843, 7.48806, 45.5587, 3.62039, 
492.352, 5.30271, 2.94303, -0.00363259, 7.49055, 45.5779, 3.62102, 
492.384, 5.30349, 2.94303, -0.00371287, 7.49305, 45.5971, 3.62164, 
