time, est_x, est_y, est_theta, sigma_x, sigma_y,sigma_theta,
211.168, 4.45118, 1.20973, -3.133, 0.285382, 0.335861, 1.81907, 
211.2, 4.4497, 1.20971, -3.1331, 0.287882, 0.339255, 1.8197, 
211.232, 4.44822, 1.2097, -3.13302, 0.290382, 0.342657, 1.82032, 
211.264, 4.44674, 1.20969, -3.13293, 0.292882, 0.346067, 1.82095, 
211.296, 4.44527, 1.20968, -3.1323, 0.295382, 0.349485, 1.82157, 
211.328, 4.44379, 1.20966, -3.13221, 0.297882, 0.35291, 1.8222, 
211.36, 4.44231, 1.20965, -3.13289, 0.300382, 0.356344, 1.82282, 
211.392, 4.44083, 1.20964, -3.13316, 0.302882, 0.359786, 1.82345, 
211.424, 4.43935, 1.20962, -3.13299, 0.305382, 0.363236, 1.82407, 
211.456, 4.43787, 1.20961, -3.13187, 0.307882, 0.366693, 1.8247, 
211.488, 4.4364, 1.20959, -3.13178, 0.310382, 0.370159, 1.82532, 
211.52, 4.43492, 1.20958, -3.1296, 0.312882, 0.373633, 1.82595, 
211.552, 4.43344, 1.20956, -3.13006, 0.315382, 0.377114, 1.82657, 
211.584, 4.43196, 1.20954, -3.13001, 0.317882, 0.380604, 1.8272, 
211.616, 4.43048, 1.20953, -3.12873, 0.320382, 0.384101, 1.82782, 
211.648, 4.429, 1.20951, -3.12944, 0.322882, 0.387607, 1.82845, 
211.68, 4.42753, 1.20949, -3.12831, 0.325382, 0.39112, 1.82907, 
211.712, 4.42605, 1.20947, -3.12763, 0.327882, 0.394642, 1.8297, 
211.744, 4.42457, 1.20945, -3.12553, 0.330382, 0.398171, 1.83032, 
211.776, 4.42309, 1.20942, -3.1264, 0.332882, 0.401709, 1.83095, 
211.808, 4.42161, 1.2094, -3.12684, 0.335382, 0.405254, 1.83157, 
211.84, 4.42014, 1.20938, -3.12714, 0.337882, 0.408808, 1.8322, 
211.872, 4.41866, 1.20936, -3.12753, 0.340382, 0.412369, 1.83282, 
211.904, 4.41718, 1.20934, -3.12686, 0.342882, 0.415939, 1.83345, 
211.936, 4.4157, 1.20932, -3.12819, 0.345382, 0.419516, 1.83407, 
211.968, 4.41422, 1.2093, -3.12727, 0.347882, 0.423102, 1.8347, 
212, 4.41274, 1.20928, -3.12792, 0.350383, 0.426695, 1.83532, 
212.032, 4.41127, 1.20926, -3.12886, 0.352883, 0.430297, 1.83595, 
212.064, 4.40979, 1.20924, -3.12918, 0.355383, 0.433907, 1.83657, 
212.096, 4.40831, 1.20922, -3.12925, 0.357883, 0.437524, 1.8372, 
212.128, 4.40683, 1.2092, -3.12785, 0.360383, 0.44115, 1.83782, 
212.16, 4.40535, 1.20918, -3.12845, 0.362883, 0.444784, 1.83845, 
212.192, 4.40387, 1.20916, -3.12925, 0.365383, 0.448425, 1.83907, 
212.224, 4.4024, 1.20914, -3.13031, 0.367883, 0.452075, 1.8397, 
212.256, 4.40092, 1.20913, -3.13059, 0.370383, 0.455733, 1.84032, 
212.288, 4.39944, 1.20911, -3.13069, 0.372883, 0.459399, 1.84095, 
212.32, 4.39796, 1.20909, -3.13014, 0.375383, 0.463073, 1.84157, 
212.352, 4.39648, 1.20908, -3.12962, 0.377883, 0.466755, 1.8422, 
212.384, 4.395, 1.20906, -3.12943, 0.380383, 0.470445, 1.84282, 
212.416, 4.39353, 1.20904, -3.12894, 0.382883, 0.474143, 1.84345, 
212.448, 4.39205, 1.20902, -3.12976, 0.385383, 0.477849, 1.84407, 
212.48, 4.39057, 1.209, -3.12956, 0.387883, 0.481563, 1.8447, 
212.512, 4.38909, 1.20899, -3.12932, 0.390383, 0.485285, 1.84532, 
212.544, 4.38761, 1.20897, -3.1296, 0.392884, 0.489016, 1.84595, 
212.576, 4.38613, 1.20895, -3.12958, 0.395384, 0.492754, 1.84657, 
212.608, 4.38466, 1.20893, -3.13014, 0.397884, 0.4965, 1.8472, 
212.64, 4.38318, 1.20892, -3.13084, 0.400384, 0.500255, 1.84782, 
212.672, 4.3817, 1.2089, -3.13035, 0.402884, 0.504018, 1.84845, 
212.704, 4.38022, 1.20888, -3.13082, 0.405384, 0.507788, 1.84907, 
212.736, 4.37874, 1.20887, -3.13128, 0.407884, 0.511567, 1.8497, 
212.768, 4.37726, 1.20885, -3.13149, 0.410384, 0.515354, 1.85032, 
212.8, 4.37579, 1.20884, -3.13239, 0.412884, 0.519149, 1.85095, 
212.832, 4.37431, 1.20883, -3.13235, 0.415384, 0.522952, 1.85157, 
212.864, 4.37283, 1.20881, -3.13228, 0.417884, 0.526763, 1.8522, 
212.896, 4.37135, 1.2088, -3.13278, 0.420384, 0.530582, 1.85282, 
212.928, 4.36987, 1.20879, -3.13318, 0.422884, 0.53441, 1.85345, 
212.96, 4.36839, 1.20877, -3.13418, 0.425384, 0.538245, 1.85407, 
212.992, 4.36692, 1.20876, -3.13395, 0.427884, 0.542089, 1.8547, 
213.024, 4.36544, 1.20875, -3.13316, 0.430384, 0.54594, 1.85532, 
213.056, 4.36396, 1.20874, -3.13329, 0.432884, 0.5498, 1.85595, 
213.088, 4.36248, 1.20873, -3.13382, 0.435385, 0.553668, 1.85657, 
213.12, 4.361, 1.20872, -3.13495, 0.437885, 0.557544, 1.8572, 
213.152, 4.35952, 1.20871, -3.13473, 0.440385, 0.561428, 1.85782, 
213.184, 4.35805, 1.2087, -3.13479, 0.442885, 0.56532, 1.85845, 
213.216, 4.35657, 1.20869, -3.13357, 0.445385, 0.56922, 1.85907, 
213.248, 4.35509, 1.20867, -3.13414, 0.447885, 0.573129, 1.8597, 
213.28, 4.35361, 1.20866, -3.13387, 0.450385, 0.577045, 1.86032, 
213.312, 4.35213, 1.20865, -3.13295, 0.452885, 0.58097, 1.86095, 
213.344, 4.35065, 1.20864, -3.13301, 0.455385, 0.584903, 1.86157, 
213.376, 4.34918, 1.20863, -3.13347, 0.457885, 0.588844, 1.8622, 
213.408, 4.3477, 1.20861, -3.13277, 0.460385, 0.592793, 1.86282, 
213.44, 4.34622, 1.2086, -3.1333, 0.462885, 0.59675, 1.86345, 
213.472, 4.34474, 1.20859, -3.1323, 0.465385, 0.600716, 1.86407, 
213.504, 4.34326, 1.20857, -3.13168, 0.467885, 0.604689, 1.8647, 
213.536, 4.34178, 1.20856, -3.13114, 0.470385, 0.608671, 1.86532, 
213.568, 4.34031, 1.20854, -3.13209, 0.472885, 0.612661, 1.86595, 
213.6, 4.33883, 1.20853, -3.13159, 0.475386, 0.616659, 1.86657, 
213.632, 4.33735, 1.20851, -3.13108, 0.477886, 0.620665, 1.8672, 
213.664, 4.33587, 1.2085, -3.13226, 0.480386, 0.624679, 1.86782, 
213.696, 4.33439, 1.20849, -3.13151, 0.482886, 0.628702, 1.86845, 
213.728, 4.33291, 1.20847, -3.13276, 0.485386, 0.632732, 1.86907, 
213.76, 4.33144, 1.20846, -3.13403, 0.487886, 0.636771, 1.8697, 
213.792, 4.32996, 1.20845, -3.13465, 0.490386, 0.640818, 1.87032, 
213.824, 4.32848, 1.20844, -3.13537, 0.492886, 0.644873, 1.87095, 
213.856, 4.327, 1.20843, -3.13521, 0.495386, 0.648937, 1.87157, 
213.888, 4.32552, 1.20842, -3.13642, 0.497886, 0.653008, 1.8722, 
213.92, 4.32404, 1.20841, -3.13614, 0.500386, 0.657088, 1.87282, 
213.952, 4.32257, 1.2084, -3.13564, 0.502886, 0.661176, 1.87345, 
213.984, 4.32109, 1.2084, -3.13686, 0.505386, 0.665272, 1.87407, 
214.016, 4.31961, 1.20839, -3.13754, 0.507886, 0.669376, 1.8747, 
214.048, 4.31813, 1.20838, -3.13711, 0.510386, 0.673489, 1.87532, 
214.08, 4.31665, 1.20838, -3.13732, 0.512886, 0.67761, 1.87595, 
214.112, 4.31517, 1.20837, -3.1381, 0.515386, 0.681738, 1.87657, 
214.144, 4.3137, 1.20837, -3.13862, 0.517886, 0.685876, 1.8772, 
214.176, 4.31222, 1.20836, -3.13782, 0.520387, 0.690021, 1.87782, 
214.208, 4.31074, 1.20836, -3.13687, 0.522887, 0.694174, 1.87845, 
214.24, 4.30926, 1.20835, -3.13842, 0.525387, 0.698336, 1.87907, 
214.272, 4.30778, 1.20835, -3.13848, 0.527887, 0.702506, 1.8797, 
214.304, 4.3063, 1.20834, -3.13912, 0.530387, 0.706684, 1.88032, 
214.336, 4.30482, 1.20834, -3.13851, 0.532887, 0.710871, 1.88095, 
214.368, 4.30335, 1.20833, -3.13732, 0.535387, 0.715065, 1.88157, 
214.4, 4.30187, 1.20833, -3.13805, 0.537887, 0.719268, 1.8822, 
214.432, 4.30039, 1.20832, -3.13707, 0.540387, 0.723479, 1.88282, 
214.464, 4.29891, 1.20831, -3.13733, 0.542887, 0.727698, 1.88345, 
214.496, 4.29743, 1.20831, -3.13797, 0.545387, 0.731926, 1.88407, 
214.528, 4.29595, 1.2083, -3.13928, 0.547887, 0.736162, 1.8847, 
214.56, 4.29448, 1.2083, -3.13858, 0.550387, 0.740406, 1.88532, 
214.592, 4.293, 1.20829, -3.13788, 0.552887, 0.744658, 1.88595, 
214.624, 4.29152, 1.20829, -3.13781, 0.555387, 0.748918, 1.88657, 
214.656, 4.29004, 1.20828, -3.13701, 0.557887, 0.753187, 1.8872, 
214.688, 4.28856, 1.20828, -3.13769, 0.560387, 0.757464, 1.88782, 
214.72, 4.28708, 1.20827, -3.1377, 0.562887, 0.761749, 1.88845, 
214.752, 4.28561, 1.20826, -3.13789, 0.565387, 0.766042, 1.88907, 
214.784, 4.28413, 1.20826, -3.13907, 0.567887, 0.770344, 1.8897, 
214.816, 4.28265, 1.20826, -3.14077, 0.570387, 0.774654, 1.89032, 
214.848, 4.28117, 1.20826, -3.14018, 0.572887, 0.778972, 1.89095, 
214.88, 4.27969, 1.20825, -3.1399, 0.575387, 0.783299, 1.89157, 
214.912, 4.27821, 1.20825, -3.14057, 0.577887, 0.787634, 1.8922, 
214.944, 4.27674, 1.20825, -3.14159, 0.580387, 0.791977, 1.89282, 
214.976, 4.27526, 1.20825, -3.14063, 0.582887, 0.796328, 1.89345, 
215.008, 4.27378, 1.20825, -3.1409, 0.585387, 0.800688, 1.89407, 
215.04, 4.2723, 1.20825, -3.141, 0.587887, 0.805056, 1.8947, 
215.072, 4.27082, 1.20825, -3.14147, 0.590387, 0.809432, 1.89532, 
215.104, 4.26934, 1.20825, -3.14112, 0.592887, 0.813816, 1.89595, 
215.136, 4.26787, 1.20825, -3.14144, 0.595387, 0.818209, 1.89657, 
215.168, 4.26639, 1.20825, -3.13991, 0.597887, 0.82261, 1.8972, 
215.2, 4.26491, 1.20824, -3.13929, 0.600387, 0.827019, 1.89782, 
215.232, 4.26343, 1.20824, -3.13786, 0.602887, 0.831437, 1.89845, 
215.264, 4.26195, 1.20823, -3.13713, 0.605387, 0.835863, 1.89907, 
215.296, 4.26047, 1.20822, -3.13682, 0.607887, 0.840297, 1.8997, 
215.328, 4.25899, 1.20822, -3.13665, 0.610387, 0.844739, 1.90032, 
215.36, 4.25752, 1.20821, -3.13627, 0.612887, 0.84919, 1.90095, 
215.392, 4.25604, 1.2082, -3.13767, 0.615387, 0.853649, 1.90157, 
215.424, 4.25456, 1.2082, -3.13927, 0.617888, 0.858117, 1.9022, 
215.456, 4.25308, 1.20819, -3.13839, 0.620388, 0.862592, 1.90282, 
215.488, 4.2516, 1.20819, -3.13743, 0.622888, 0.867076, 1.90345, 
215.52, 4.25012, 1.20818, -3.13691, 0.625388, 0.871569, 1.90407, 
215.552, 4.24865, 1.20818, -3.13691, 0.627888, 0.876069, 1.9047, 
215.584, 4.24717, 1.20817, -3.13526, 0.630388, 0.880578, 1.90532, 
215.616, 4.24569, 1.20816, -3.13488, 0.632888, 0.885096, 1.90595, 
215.648, 4.24421, 1.20815, -3.13446, 0.635388, 0.889621, 1.90657, 
215.68, 4.24273, 1.20814, -3.13397, 0.637888, 0.894155, 1.9072, 
215.712, 4.24125, 1.20812, -3.13325, 0.640388, 0.898697, 1.90782, 
215.744, 4.23978, 1.20811, -3.13267, 0.642888, 0.903248, 1.90845, 
215.776, 4.2383, 1.2081, -3.13487, 0.645388, 0.907807, 1.90907, 
215.808, 4.23682, 1.20809, -3.13361, 0.647888, 0.912374, 1.9097, 
215.84, 4.23534, 1.20808, -3.13378, 0.650388, 0.91695, 1.91032, 
215.872, 4.23386, 1.20807, -3.13472, 0.652888, 0.921534, 1.91095, 
215.904, 4.23238, 1.20806, -3.13438, 0.655389, 0.926126, 1.91157, 
215.936, 4.23091, 1.20805, -3.13539, 0.657889, 0.930727, 1.9122, 
215.968, 4.22943, 1.20804, -3.13582, 0.660389, 0.935336, 1.91282, 
216, 4.22795, 1.20803, -3.13594, 0.662889, 0.939954, 1.91345, 
216.032, 4.22647, 1.20802, -3.13645, 0.665389, 0.944579, 1.91407, 
216.064, 4.22499, 1.20801, -3.13622, 0.667889, 0.949214, 1.9147, 
216.096, 4.22351, 1.20801, -3.13697, 0.670389, 0.953856, 1.91532, 
216.128, 4.22204, 1.208, -3.13718, 0.672889, 0.958507, 1.91595, 
216.16, 4.22056, 1.20799, -3.13728, 0.675389, 0.963166, 1.91657, 
216.192, 4.21908, 1.20799, -3.13744, 0.677889, 0.967834, 1.9172, 
216.224, 4.2176, 1.20798, -3.13742, 0.680389, 0.97251, 1.91782, 
216.256, 4.21612, 1.20798, -3.13907, 0.682889, 0.977195, 1.91845, 
216.288, 4.21464, 1.20797, -3.13801, 0.685389, 0.981888, 1.91907, 
216.32, 4.21317, 1.20797, -3.13862, 0.687889, 0.986589, 1.9197, 
216.352, 4.21169, 1.20796, -3.1402, 0.690389, 0.991298, 1.92032, 
216.384, 4.21021, 1.20796, -3.13869, 0.692889, 0.996016, 1.92095, 
216.416, 4.20873, 1.20795, -3.13673, 0.695389, 1.00074, 1.92157, 
216.448, 4.20725, 1.20795, -3.13799, 0.697889, 1.00548, 1.9222, 
216.48, 4.20577, 1.20794, -3.13886, 0.700389, 1.01022, 1.92282, 
216.512, 4.20429, 1.20794, -3.13934, 0.702889, 1.01497, 1.92345, 
216.544, 4.20282, 1.20794, -3.13807, 0.705389, 1.01973, 1.92407, 
216.576, 4.20134, 1.20793, -3.13824, 0.707889, 1.0245, 1.9247, 
216.608, 4.19986, 1.20793, -3.1387, 0.710389, 1.02928, 1.92532, 
216.64, 4.19838, 1.20792, -3.13907, 0.71289, 1.03406, 1.92595, 
216.672, 4.1969, 1.20792, -3.14061, 0.71539, 1.03886, 1.92657, 
216.704, 4.19542, 1.20792, -3.14038, 0.71789, 1.04366, 1.9272, 
216.736, 4.19395, 1.20792, -3.13967, 0.72039, 1.04847, 1.92782, 
216.768, 4.19247, 1.20791, -3.13986, 0.72289, 1.05329, 1.92845, 
216.8, 4.19099, 1.20791, -3.13993, 0.72539, 1.05812, 1.92907, 
216.832, 4.18951, 1.20791, -3.13905, 0.72789, 1.06295, 1.9297, 
216.864, 4.18803, 1.2079, -3.13825, 0.73039, 1.0678, 1.93032, 
216.896, 4.18655, 1.2079, -3.13924, 0.73289, 1.07265, 1.93095, 
216.928, 4.18508, 1.20789, -3.13868, 0.73539, 1.07751, 1.93157, 
216.96, 4.1836, 1.20789, -3.13613, 0.73789, 1.08238, 1.9322, 
216.992, 4.18212, 1.20788, -3.13525, 0.74039, 1.08726, 1.93282, 
217.024, 4.18064, 1.20787, -3.13498, 0.74289, 1.09214, 1.93345, 
217.056, 4.17916, 1.20786, -3.13551, 0.74539, 1.09704, 1.93407, 
217.088, 4.17768, 1.20785, -3.13452, 0.74789, 1.10194, 1.9347, 
217.12, 4.17621, 1.20784, -3.13559, 0.75039, 1.10685, 1.93532, 
217.152, 4.17473, 1.20783, -3.13579, 0.75289, 1.11177, 1.93595, 
217.184, 4.17325, 1.20782, -3.1361, 0.75539, 1.1167, 1.93657, 
217.216, 4.17177, 1.20782, -3.13481, 0.75789, 1.12164, 1.9372, 
217.248, 4.17029, 1.2078, -3.13422, 0.76039, 1.12658, 1.93782, 
217.28, 4.16881, 1.20779, -3.13387, 0.762891, 1.13154, 1.93845, 
217.312, 4.16734, 1.20778, -3.13373, 0.765391, 1.1365, 1.93907, 
217.344, 4.16586, 1.20777, -3.13379, 0.767891, 1.14147, 1.9397, 
217.376, 4.16438, 1.20776, -3.1341, 0.770391, 1.14645, 1.94032, 
217.408, 4.1629, 1.20775, -3.13392, 0.772891, 1.15144, 1.94095, 
217.44, 4.16142, 1.20774, -3.13496, 0.775391, 1.15644, 1.94157, 
217.472, 4.15994, 1.20773, -3.13407, 0.777891, 1.16144, 1.9422, 
217.504, 4.15846, 1.20772, -3.13482, 0.780391, 1.16645, 1.94282, 
217.536, 4.15699, 1.20771, -3.13389, 0.782891, 1.17148, 1.94345, 
217.568, 4.15551, 1.20769, -3.13344, 0.785391, 1.17651, 1.94407, 
217.6, 4.15403, 1.20768, -3.13367, 0.787892, 1.18155, 1.9447, 
217.632, 4.15255, 1.20767, -3.13347, 0.790392, 1.18659, 1.94532, 
217.664, 4.15107, 1.20766, -3.13332, 0.792892, 1.19165, 1.94595, 
217.696, 4.14959, 1.20765, -3.13237, 0.795392, 1.19671, 1.94657, 
217.728, 4.14812, 1.20763, -3.1336, 0.797892, 1.20179, 1.9472, 
217.76, 4.14664, 1.20762, -3.13245, 0.800392, 1.20687, 1.94782, 
217.792, 4.14516, 1.20761, -3.13218, 0.802892, 1.21196, 1.94845, 
217.824, 4.14368, 1.20759, -3.1316, 0.805392, 1.21706, 1.94907, 
217.856, 4.1422, 1.20758, -3.13168, 0.807892, 1.22216, 1.9497, 
217.888, 4.14073, 1.20756, -3.13156, 0.810393, 1.22728, 1.95032, 
217.92, 4.13925, 1.20755, -3.13095, 0.812893, 1.2324, 1.95095, 
217.952, 4.13777, 1.20753, -3.13072, 0.815393, 1.23753, 1.95157, 
217.984, 4.13629, 1.20752, -3.13116, 0.817893, 1.24268, 1.9522, 
218.016, 4.13481, 1.2075, -3.13074, 0.820393, 1.24783, 1.95282, 
218.048, 4.13333, 1.20748, -3.13033, 0.822893, 1.25298, 1.95345, 
218.08, 4.13186, 1.20747, -3.13098, 0.825393, 1.25815, 1.95407, 
218.112, 4.13038, 1.20745, -3.12925, 0.827894, 1.26333, 1.9547, 
218.144, 4.1289, 1.20743, -3.1294, 0.830394, 1.26851, 1.95532, 
218.176, 4.12742, 1.20741, -3.12994, 0.832894, 1.2737, 1.95595, 
218.208, 4.12594, 1.2074, -3.12923, 0.835394, 1.2789, 1.95657, 
218.24, 4.12446, 1.20738, -3.12842, 0.837894, 1.28411, 1.9572, 
218.272, 4.12299, 1.20736, -3.12839, 0.840394, 1.28933, 1.95782, 
218.304, 4.12151, 1.20734, -3.12827, 0.842895, 1.29456, 1.95845, 
218.336, 4.12003, 1.20732, -3.12873, 0.845395, 1.29979, 1.95907, 
218.368, 4.11855, 1.2073, -3.12816, 0.847895, 1.30503, 1.9597, 
218.4, 4.11707, 1.20728, -3.12817, 0.850395, 1.31029, 1.96032, 
218.432, 4.11559, 1.20726, -3.12735, 0.852895, 1.31555, 1.96095, 
218.464, 4.11412, 1.20724, -3.12759, 0.855396, 1.32082, 1.96157, 
218.496, 4.11264, 1.20722, -3.12759, 0.857896, 1.32609, 1.9622, 
218.528, 4.11116, 1.2072, -3.12815, 0.860396, 1.33138, 1.96282, 
218.56, 4.10968, 1.20718, -3.12797, 0.862896, 1.33667, 1.96345, 
218.592, 4.1082, 1.20716, -3.12827, 0.865397, 1.34198, 1.96407, 
218.624, 4.10672, 1.20714, -3.12878, 0.867897, 1.34729, 1.9647, 
218.656, 4.10525, 1.20712, -3.12951, 0.870397, 1.35261, 1.96532, 
218.688, 4.10377, 1.2071, -3.12935, 0.872897, 1.35794, 1.96595, 
218.72, 4.10229, 1.20708, -3.13027, 0.875397, 1.36328, 1.96657, 
218.752, 4.10081, 1.20707, -3.12901, 0.877898, 1.36862, 1.9672, 
218.784, 4.09933, 1.20705, -3.12868, 0.880398, 1.37398, 1.96782, 
218.816, 4.09785, 1.20703, -3.12843, 0.882898, 1.37934, 1.96845, 
218.848, 4.09638, 1.20701, -3.12755, 0.885398, 1.38471, 1.96907, 
218.88, 4.0949, 1.20699, -3.12652, 0.887898, 1.3901, 1.9697, 
218.912, 4.09342, 1.20696, -3.12612, 0.890399, 1.39548, 1.97032, 
218.944, 4.09194, 1.20694, -3.12657, 0.892899, 1.40088, 1.97095, 
218.976, 4.09046, 1.20692, -3.12666, 0.895399, 1.40629, 1.97157, 
219.008, 4.08899, 1.2069, -3.12764, 0.897899, 1.4117, 1.9722, 
219.04, 4.08751, 1.20688, -3.12884, 0.9004, 1.41713, 1.97282, 
219.072, 4.08603, 1.20686, -3.12861, 0.9029, 1.42256, 1.97345, 
219.104, 4.08455, 1.20684, -3.12899, 0.9054, 1.428, 1.97407, 
219.136, 4.08307, 1.20682, -3.12883, 0.9079, 1.43345, 1.9747, 
219.168, 4.08159, 1.2068, -3.12841, 0.910401, 1.43891, 1.97532, 
219.2, 4.08012, 1.20678, -3.12889, 0.912901, 1.44438, 1.97595, 
219.232, 4.07864, 1.20676, -3.12734, 0.915401, 1.44985, 1.97657, 
219.264, 4.07716, 1.20674, -3.12838, 0.917901, 1.45534, 1.9772, 
219.296, 4.07568, 1.20672, -3.12891, 0.920402, 1.46083, 1.97782, 
219.328, 4.0742, 1.20671, -3.12857, 0.922902, 1.46633, 1.97845, 
219.36, 4.07272, 1.20669, -3.12815, 0.925402, 1.47184, 1.97907, 
219.392, 4.07125, 1.20667, -3.1278, 0.927902, 1.47736, 1.9797, 
219.424, 4.06977, 1.20665, -3.12876, 0.930403, 1.48289, 1.98032, 
219.456, 4.06829, 1.20663, -3.12808, 0.932903, 1.48842, 1.98095, 
219.488, 4.06681, 1.20661, -3.12944, 0.935403, 1.49397, 1.98157, 
219.52, 4.06533, 1.20659, -3.13041, 0.937903, 1.49952, 1.9822, 
219.552, 4.06385, 1.20657, -3.12973, 0.940403, 1.50508, 1.98282, 
219.584, 4.06238, 1.20655, -3.12784, 0.942904, 1.51066, 1.98345, 
219.616, 4.0609, 1.20653, -3.12812, 0.945404, 1.51624, 1.98407, 
219.648, 4.05942, 1.20651, -3.12799, 0.947904, 1.52182, 1.9847, 
219.68, 4.05794, 1.20649, -3.1274, 0.950405, 1.52742, 1.98532, 
219.712, 4.05646, 1.20647, -3.12797, 0.952905, 1.53303, 1.98595, 
219.744, 4.05499, 1.20645, -3.12815, 0.955405, 1.53864, 1.98657, 
219.776, 4.05351, 1.20643, -3.12763, 0.957905, 1.54426, 1.9872, 
219.808, 4.05203, 1.20641, -3.12847, 0.960406, 1.54989, 1.98782, 
219.84, 4.05055, 1.20639, -3.12956, 0.962906, 1.55553, 1.98845, 
219.872, 4.04907, 1.20638, -3.12966, 0.965406, 1.56118, 1.98907, 
219.904, 4.04759, 1.20636, -3.12975, 0.967906, 1.56684, 1.9897, 
219.936, 4.04612, 1.20634, -3.13117, 0.970407, 1.57251, 1.99032, 
219.968, 4.04464, 1.20633, -3.1327, 0.972907, 1.57818, 1.99095, 
220, 4.04316, 1.20632, -3.13354, 0.975407, 1.58387, 1.99157, 
220.032, 4.04168, 1.2063, -3.1335, 0.977907, 1.58956, 1.9922, 
220.064, 4.0402, 1.20629, -3.13313, 0.980407, 1.59526, 1.99282, 
220.096, 4.03872, 1.20628, -3.13302, 0.982907, 1.60097, 1.99345, 
220.128, 4.03725, 1.20627, -3.13387, 0.985408, 1.60669, 1.99407, 
220.16, 4.03577, 1.20626, -3.13335, 0.987908, 1.61242, 1.9947, 
220.192, 4.03429, 1.20624, -3.13286, 0.990408, 1.61815, 1.99532, 
220.224, 4.03281, 1.20623, -3.13239, 0.992908, 1.6239, 1.99595, 
220.256, 4.03133, 1.20622, -3.13276, 0.995408, 1.62965, 1.99657, 
220.288, 4.02985, 1.2062, -3.13373, 0.997909, 1.63541, 1.9972, 
220.32, 4.02838, 1.20619, -3.1332, 1.00041, 1.64118, 1.99782, 
220.352, 4.0269, 1.20618, -3.13342, 1.00291, 1.64696, 1.99845, 
220.384, 4.02542, 1.20617, -3.1323, 1.00541, 1.65275, 1.99907, 
220.416, 4.02394, 1.20615, -3.13323, 1.00791, 1.65855, 1.9997, 
220.448, 4.02246, 1.20614, -3.13395, 1.01041, 1.66436, 2.00032, 
220.48, 4.02098, 1.20613, -3.13538, 1.01291, 1.67017, 2.00095, 
220.512, 4.01951, 1.20612, -3.13577, 1.01541, 1.67599, 2.00157, 
220.544, 4.01803, 1.20611, -3.13599, 1.01791, 1.68183, 2.0022, 
220.576, 4.01655, 1.20611, -3.13563, 1.02041, 1.68767, 2.00282, 
220.608, 4.01507, 1.2061, -3.13517, 1.02291, 1.69352, 2.00345, 
220.64, 4.01359, 1.20609, -3.13597, 1.02541, 1.69938, 2.00407, 
220.672, 4.01211, 1.20608, -3.13592, 1.02791, 1.70524, 2.0047, 
220.704, 4.01063, 1.20607, -3.1378, 1.03041, 1.71112, 2.00532, 
220.736, 4.00916, 1.20607, -3.13835, 1.03291, 1.717, 2.00595, 
220.768, 4.00768, 1.20606, -3.13764, 1.03541, 1.7229, 2.00657, 
220.8, 4.0062, 1.20606, -3.13774, 1.03791, 1.7288, 2.0072, 
220.832, 4.00472, 1.20605, -3.13652, 1.04041, 1.73471, 2.00782, 
220.864, 4.00324, 1.20604, -3.13627, 1.04291, 1.74063, 2.00845, 
220.896, 4.00176, 1.20603, -3.13711, 1.04541, 1.74656, 2.00907, 
220.928, 4.00029, 1.20603, -3.13733, 1.04791, 1.7525, 2.0097, 
220.96, 3.99881, 1.20602, -3.13855, 1.05041, 1.75844, 2.01032, 
220.992, 3.99733, 1.20602, -3.1392, 1.05291, 1.7644, 2.01095, 
221.024, 3.99585, 1.20602, -3.1405, 1.05541, 1.77036, 2.01157, 
221.056, 3.99437, 1.20601, -3.14105, 1.05791, 1.77633, 2.0122, 
221.088, 3.99289, 1.20602, 3.14044, 1.06041, 1.78232, 2.01282, 
221.12, 3.99142, 1.20602, 3.14004, 1.06291, 1.78831, 2.01345, 
221.152, 3.98994, 1.20602, 3.13964, 1.06541, 1.79431, 2.01407, 
221.184, 3.98846, 1.20602, 3.14034, 1.06791, 1.80031, 2.0147, 
221.216, 3.98698, 1.20602, 3.14069, 1.07041, 1.80633, 2.01532, 
221.248, 3.9855, 1.20603, 3.13913, 1.07291, 1.81236, 2.01595, 
221.28, 3.98402, 1.20603, 3.13854, 1.07541, 1.81839, 2.01657, 
221.312, 3.98255, 1.20604, 3.13817, 1.07791, 1.82443, 2.0172, 
221.344, 3.98107, 1.20604, 3.13853, 1.08041, 1.83048, 2.01782, 
221.376, 3.97959, 1.20604, 3.13809, 1.08291, 1.83654, 2.01845, 
221.408, 3.97811, 1.20605, 3.13783, 1.08541, 1.84261, 2.01907, 
221.44, 3.97663, 1.20606, 3.13844, 1.08791, 1.84869, 2.0197, 
221.472, 3.97515, 1.20606, 3.13843, 1.09041, 1.85478, 2.02032, 
221.504, 3.97368, 1.20606, 3.13802, 1.09291, 1.86088, 2.02095, 
221.536, 3.9722, 1.20607, 3.13751, 1.09541, 1.86698, 2.02157, 
221.568, 3.97072, 1.20608, 3.13784, 1.09791, 1.87309, 2.0222, 
221.6, 3.96924, 1.20608, 3.13654, 1.10041, 1.87922, 2.02282, 
221.632, 3.96776, 1.20609, 3.13735, 1.10291, 1.88535, 2.02345, 
221.664, 3.96628, 1.2061, 3.13723, 1.10541, 1.89149, 2.02407, 
221.696, 3.9648, 1.2061, 3.1367, 1.10791, 1.89764, 2.0247, 
221.728, 3.96333, 1.20611, 3.13625, 1.11041, 1.9038, 2.02532, 
221.76, 3.96185, 1.20612, 3.13525, 1.11291, 1.90996, 2.02595, 
